ID,Sex,Age,Height,Weight,BMI,Level,Fitness Goal,Fitness Type,,,,
3302,Female,60,1.68,47.5,16.83,Underweight,Weight Gain,Muscular Fitness,,,,
3306,Male,60,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3310,Female,60,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3314,Male,60,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3318,Female,60,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3322,Male,60,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3326,Female,60,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3330,Male,61,1.68,47.5,16.83,Underweight,Weight Gain,Muscular Fitness,,,,
3334,Female,61,1.68,47.5,16.83,Underweight,Weight Gain,Muscular Fitness,,,,
3338,Male,61,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3342,Female,61,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3346,Male,61,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3350,Female,61,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3354,Male,61,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3358,Female,61,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3362,Male,62,1.68,47.5,16.83,Underweight,Weight Gain,Muscular Fitness,,,,
3366,Female,62,1.68,47.5,16.83,Underweight,Weight Gain,Muscular Fitness,,,,
3370,Male,62,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3374,Female,62,1.68,55,19.49,Normal,Weight Gain,Muscular Fitness,,,,
3378,Male,62,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3382,Female,62,1.68,72,25.51,Overweight,Weight Loss,Cardio Fitness,,,,
3386,Male,62,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3390,Female,62,1.68,85,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
3394,Male,18,1.64,41,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
3398,Female,18,1.64,41,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
3402,Male,18,1.64,59,21.94,Normal,Weight Gain,Muscular Fitness,,,,
3406,Female,18,1.64,59,21.94,Normal,Weight Gain,Muscular Fitness,,,,
3410,Male,18,1.64,76,28.26,Overweight,Weight Loss,Cardio Fitness,,,,
3414,Female,18,1.64,76,28.26,Overweight,Weight Loss,Cardio Fitness,,,,
3418,Male,18,1.64,89,33.09,Obuse,Weight Loss,Cardio Fitness,,,,
3422,Female,18,1.64,89,33.09,Obuse,Weight Loss,Cardio Fitness,,,,
3426,Male,19,1.73,46,15.37,Underweight,Weight Gain,Muscular Fitness,,,,
3430,Female,19,1.73,46,15.37,Underweight,Weight Gain,Muscular Fitness,,,,
3434,Male,19,1.73,57,19.05,Normal,Weight Gain,Muscular Fitness,,,,
3438,Female,19,1.73,57,19.05,Normal,Weight Gain,Muscular Fitness,,,,
3442,Male,19,1.73,78,26.06,Overweight,Weight Loss,Cardio Fitness,,,,
3446,Female,19,1.73,78,26.06,Overweight,Weight Loss,Cardio Fitness,,,,
3450,Male,19,1.73,97,32.41,Obuse,Weight Loss,Cardio Fitness,,,,
3454,Female,19,1.73,97,32.41,Obuse,Weight Loss,Cardio Fitness,,,,
3458,Male,20,1.63,43,16.18,Underweight,Weight Gain,Muscular Fitness,,,,
3462,Female,20,1.63,43,16.18,Underweight,Weight Gain,Muscular Fitness,,,,
3466,Male,20,1.63,64,24.09,Normal,Weight Gain,Muscular Fitness,,,,
3470,Female,20,1.63,64,24.09,Normal,Weight Gain,Muscular Fitness,,,,
3474,Male,20,1.63,76,28.6,Overweight,Weight Loss,Cardio Fitness,,,,
3478,Female,20,1.63,76,28.6,Overweight,Weight Loss,Cardio Fitness,,,,
3482,Male,20,1.63,88,33.12,Obuse,Weight Loss,Cardio Fitness,,,,
3486,Female,20,1.63,88,33.12,Obuse,Weight Loss,Cardio Fitness,,,,
3490,Male,21,1.64,41,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
3494,Female,21,1.64,41,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
3498,Male,21,1.64,52,19.33,Normal,Weight Gain,Muscular Fitness,,,,
3502,Female,21,1.64,52,19.33,Normal,Weight Gain,Muscular Fitness,,,,
3506,Male,21,1.64,69,25.65,Overweight,Weight Loss,Cardio Fitness,,,,
3510,Female,21,1.64,69,25.65,Overweight,Weight Loss,Cardio Fitness,,,,
3514,Male,21,1.64,86,31.98,Obuse,Weight Loss,Cardio Fitness,,,,
3518,Female,21,1.64,86,31.98,Obuse,Weight Loss,Cardio Fitness,,,,
3522,Male,22,1.65,43,15.79,Underweight,Weight Gain,Muscular Fitness,,,,
3526,Female,22,1.65,43,15.79,Underweight,Weight Gain,Muscular Fitness,,,,
3530,Male,22,1.65,64,23.51,Normal,Weight Gain,Muscular Fitness,,,,
3534,Female,22,1.65,64,23.51,Normal,Weight Gain,Muscular Fitness,,,,
3538,Male,22,1.65,76,27.92,Overweight,Weight Loss,Cardio Fitness,,,,
3542,Female,22,1.65,76,27.92,Overweight,Weight Loss,Cardio Fitness,,,,
3546,Male,22,1.65,90,33.06,Obuse,Weight Loss,Cardio Fitness,,,,
3550,Female,22,1.65,90,33.06,Obuse,Weight Loss,Cardio Fitness,,,,
3554,Male,23,1.66,44.5,16.15,Underweight,Weight Gain,Muscular Fitness,,,,
3558,Female,23,1.66,44.5,16.15,Underweight,Weight Gain,Muscular Fitness,,,,
3562,Male,23,1.66,55.5,20.14,Normal,Weight Gain,Muscular Fitness,,,,
3566,Female,23,1.66,55.5,20.14,Normal,Weight Gain,Muscular Fitness,,,,
3570,Male,23,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
3574,Female,23,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
3578,Male,23,1.66,84.5,30.66,Obuse,Weight Loss,Cardio Fitness,,,,
3582,Female,23,1.66,84.5,30.66,Obuse,Weight Loss,Cardio Fitness,,,,
3586,Male,24,1.67,48.5,17.39,Underweight,Weight Gain,Muscular Fitness,,,,
3590,Female,24,1.67,48.5,17.39,Underweight,Weight Gain,Muscular Fitness,,,,
3594,Male,24,1.67,53.5,19.18,Normal,Weight Gain,Muscular Fitness,,,,
3598,Female,24,1.67,53.5,19.18,Normal,Weight Gain,Muscular Fitness,,,,
3602,Male,24,1.67,71.5,25.64,Overweight,Weight Loss,Cardio Fitness,,,,
3606,Female,24,1.67,71.5,25.64,Overweight,Weight Loss,Cardio Fitness,,,,
3610,Male,24,1.67,86.5,31.02,Obuse,Weight Loss,Cardio Fitness,,,,
3614,Female,24,1.67,86.5,31.02,Obuse,Weight Loss,Cardio Fitness,,,,
3618,Male,25,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
3622,Female,25,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
3626,Male,25,1.68,63.5,22.5,Normal,Weight Gain,Muscular Fitness,,,,
3630,Female,25,1.68,63.5,22.5,Normal,Weight Gain,Muscular Fitness,,,,
3634,Male,25,1.68,80.5,28.52,Overweight,Weight Loss,Cardio Fitness,,,,
3638,Female,25,1.68,80.5,28.52,Overweight,Weight Loss,Cardio Fitness,,,,
3642,Male,25,1.68,90.5,32.06,Obuse,Weight Loss,Cardio Fitness,,,,
3646,Female,25,1.68,90.5,32.06,Obuse,Weight Loss,Cardio Fitness,,,,
3650,Male,26,1.69,50,17.51,Underweight,Weight Gain,Muscular Fitness,,,,
3654,Female,26,1.69,50,17.51,Underweight,Weight Gain,Muscular Fitness,,,,
3658,Male,26,1.69,66,23.11,Normal,Weight Gain,Muscular Fitness,,,,
3662,Female,26,1.69,66,23.11,Normal,Weight Gain,Muscular Fitness,,,,
3666,Male,26,1.69,77.5,27.13,Overweight,Weight Loss,Cardio Fitness,,,,
3670,Female,26,1.69,77.5,27.13,Overweight,Weight Loss,Cardio Fitness,,,,
3674,Male,26,1.69,93,32.56,Obuse,Weight Loss,Cardio Fitness,,,,
3678,Female,26,1.69,93,32.56,Obuse,Weight Loss,Cardio Fitness,,,,
3682,Male,27,1.7,44.5,15.4,Underweight,Weight Gain,Muscular Fitness,,,,
3686,Female,27,1.7,44.5,15.4,Underweight,Weight Gain,Muscular Fitness,,,,
3690,Male,27,1.7,59,20.42,Normal,Weight Gain,Muscular Fitness,,,,
3694,Female,27,1.7,59,20.42,Normal,Weight Gain,Muscular Fitness,,,,
3698,Male,27,1.7,78.5,27.16,Overweight,Weight Loss,Cardio Fitness,,,,
3702,Female,27,1.7,78.5,27.16,Overweight,Weight Loss,Cardio Fitness,,,,
3706,Male,27,1.7,94.5,32.7,Obuse,Weight Loss,Cardio Fitness,,,,
3710,Female,27,1.7,94.5,32.7,Obuse,Weight Loss,Cardio Fitness,,,,
3714,Male,28,1.72,50,16.9,Underweight,Weight Gain,Muscular Fitness,,,,
3718,Female,28,1.72,50,16.9,Underweight,Weight Gain,Muscular Fitness,,,,
3722,Male,28,1.72,57.5,19.44,Normal,Weight Gain,Muscular Fitness,,,,
3726,Female,28,1.72,57.5,19.44,Normal,Weight Gain,Muscular Fitness,,,,
3730,Male,28,1.72,74.5,25.18,Overweight,Weight Loss,Cardio Fitness,,,,
3734,Female,28,1.72,74.5,25.18,Overweight,Weight Loss,Cardio Fitness,,,,
3738,Male,28,1.72,95.5,32.28,Obuse,Weight Loss,Cardio Fitness,,,,
3742,Female,28,1.72,95.5,32.28,Obuse,Weight Loss,Cardio Fitness,,,,
3746,Male,29,1.73,55,18.38,Underweight,Weight Gain,Muscular Fitness,,,,
3750,Female,29,1.73,55,18.38,Underweight,Weight Gain,Muscular Fitness,,,,
3754,Male,29,1.73,62.5,20.88,Normal,Weight Gain,Muscular Fitness,,,,
3758,Female,29,1.73,62.5,20.88,Normal,Weight Gain,Muscular Fitness,,,,
3762,Male,29,1.73,80,26.73,Overweight,Weight Loss,Cardio Fitness,,,,
3766,Female,29,1.73,80,26.73,Overweight,Weight Loss,Cardio Fitness,,,,
3770,Male,29,1.73,96,32.08,Obuse,Weight Loss,Cardio Fitness,,,,
3774,Female,29,1.73,96,32.08,Obuse,Weight Loss,Cardio Fitness,,,,
3778,Male,30,1.74,53.5,17.67,Underweight,Weight Gain,Muscular Fitness,,,,
3782,Female,30,1.74,53.5,17.67,Underweight,Weight Gain,Muscular Fitness,,,,
3786,Male,30,1.74,65.5,21.63,Normal,Weight Gain,Muscular Fitness,,,,
3790,Female,30,1.74,65.5,21.63,Normal,Weight Gain,Muscular Fitness,,,,
3794,Male,30,1.74,83.5,27.58,Overweight,Weight Loss,Cardio Fitness,,,,
3798,Female,30,1.74,83.5,27.58,Overweight,Weight Loss,Cardio Fitness,,,,
3802,Male,30,1.74,95.5,31.54,Obuse,Weight Loss,Cardio Fitness,,,,
3806,Female,30,1.74,95.5,31.54,Obuse,Weight Loss,Cardio Fitness,,,,
3810,Male,31,1.75,52.5,17.14,Underweight,Weight Gain,Muscular Fitness,,,,
3814,Female,31,1.75,52.5,17.14,Underweight,Weight Gain,Muscular Fitness,,,,
3818,Male,31,1.75,65.5,21.39,Normal,Weight Gain,Muscular Fitness,,,,
3822,Female,31,1.75,65.5,21.39,Normal,Weight Gain,Muscular Fitness,,,,
3826,Male,31,1.75,84,27.43,Overweight,Weight Loss,Cardio Fitness,,,,
3830,Female,31,1.75,84,27.43,Overweight,Weight Loss,Cardio Fitness,,,,
3834,Male,31,1.75,98,32,Obuse,Weight Loss,Cardio Fitness,,,,
3838,Female,31,1.75,98,32,Obuse,Weight Loss,Cardio Fitness,,,,
3842,Male,32,1.76,56,18.08,Underweight,Weight Gain,Muscular Fitness,,,,
3846,Female,32,1.76,56,18.08,Underweight,Weight Gain,Muscular Fitness,,,,
3850,Male,32,1.76,68.5,22.11,Normal,Weight Gain,Muscular Fitness,,,,
3854,Female,32,1.76,68.5,22.11,Normal,Weight Gain,Muscular Fitness,,,,
3858,Male,32,1.76,87.5,28.25,Overweight,Weight Loss,Cardio Fitness,,,,
3862,Female,32,1.76,87.5,28.25,Overweight,Weight Loss,Cardio Fitness,,,,
3866,Male,32,1.76,100,32.28,Obuse,Weight Loss,Cardio Fitness,,,,
3870,Female,32,1.76,100,32.28,Obuse,Weight Loss,Cardio Fitness,,,,
3874,Male,33,1.77,54,17.24,Underweight,Weight Gain,Muscular Fitness,,,,
3878,Female,33,1.77,54,17.24,Underweight,Weight Gain,Muscular Fitness,,,,
3882,Male,33,1.77,66,21.07,Normal,Weight Gain,Muscular Fitness,,,,
3886,Female,33,1.77,66,21.07,Normal,Weight Gain,Muscular Fitness,,,,
3890,Male,33,1.77,86,27.45,Overweight,Weight Loss,Cardio Fitness,,,,
3894,Female,33,1.77,86,27.45,Overweight,Weight Loss,Cardio Fitness,,,,
3898,Male,33,1.77,97,30.96,Obuse,Weight Loss,Cardio Fitness,,,,
3902,Female,33,1.77,97,30.96,Obuse,Weight Loss,Cardio Fitness,,,,
3906,Male,34,1.78,56,17.67,Underweight,Weight Gain,Muscular Fitness,,,,
3910,Female,34,1.78,56,17.67,Underweight,Weight Gain,Muscular Fitness,,,,
3914,Male,34,1.78,70,22.09,Normal,Weight Gain,Muscular Fitness,,,,
3918,Female,34,1.78,70,22.09,Normal,Weight Gain,Muscular Fitness,,,,
3922,Male,34,1.78,90,28.41,Overweight,Weight Loss,Cardio Fitness,,,,
3926,Female,34,1.78,90,28.41,Overweight,Weight Loss,Cardio Fitness,,,,
3931,Male,34,1.78,103,32.51,Obuse,Weight Loss,Cardio Fitness,,,,
3934,Female,34,1.78,103,32.51,Obuse,Weight Loss,Cardio Fitness,,,,
3938,Male,35,1.79,54,16.85,Underweight,Weight Gain,Muscular Fitness,,,,
3942,Female,35,1.79,54,16.85,Underweight,Weight Gain,Muscular Fitness,,,,
3946,Male,35,1.79,74,23.1,Normal,Weight Gain,Muscular Fitness,,,,
3950,Female,35,1.79,74,23.1,Normal,Weight Gain,Muscular Fitness,,,,
3954,Male,35,1.79,91,28.4,Overweight,Weight Loss,Cardio Fitness,,,,
3958,Female,35,1.79,91,28.4,Overweight,Weight Loss,Cardio Fitness,,,,
3962,Male,35,1.79,105,32.77,Obuse,Weight Loss,Cardio Fitness,,,,
3966,Female,35,1.79,105,32.77,Obuse,Weight Loss,Cardio Fitness,,,,
3970,Male,36,1.79,50.5,15.76,Underweight,Weight Gain,Muscular Fitness,,,,
3971,Male,36,1.8,50.5,15.59,Underweight,Weight Gain,Muscular Fitness,,,,
3974,Female,36,1.8,50.5,15.59,Underweight,Weight Gain,Muscular Fitness,,,,
3978,Male,36,1.8,69.5,21.45,Normal,Weight Gain,Muscular Fitness,,,,
3982,Female,36,1.8,69.5,21.45,Normal,Weight Gain,Muscular Fitness,,,,
3986,Male,36,1.8,88.5,27.31,Overweight,Weight Loss,Cardio Fitness,,,,
3990,Female,36,1.8,88.5,27.31,Overweight,Weight Loss,Cardio Fitness,,,,
3994,Male,36,1.8,104,32.1,Obuse,Weight Loss,Cardio Fitness,,,,
3998,Female,36,1.8,104,32.1,Obuse,Weight Loss,Cardio Fitness,,,,
4002,Male,37,1.81,58,17.7,Underweight,Weight Gain,Muscular Fitness,,,,
4006,Female,37,1.81,58,17.7,Underweight,Weight Gain,Muscular Fitness,,,,
4010,Male,37,1.81,76,23.2,Normal,Weight Gain,Muscular Fitness,,,,
4014,Female,37,1.81,76,23.2,Normal,Weight Gain,Muscular Fitness,,,,
4018,Male,37,1.81,89,27.17,Overweight,Weight Loss,Cardio Fitness,,,,
4022,Female,37,1.81,89,27.17,Overweight,Weight Loss,Cardio Fitness,,,,
4026,Male,37,1.81,105,32.05,Obuse,Weight Loss,Cardio Fitness,,,,
4030,Female,37,1.81,105,32.05,Obuse,Weight Loss,Cardio Fitness,,,,
4034,Male,38,1.82,57,17.21,Underweight,Weight Gain,Muscular Fitness,,,,
4038,Female,38,1.82,57,17.21,Underweight,Weight Gain,Muscular Fitness,,,,
4042,Male,38,1.82,67,20.23,Normal,Weight Gain,Muscular Fitness,,,,
4046,Female,38,1.82,67,20.23,Normal,Weight Gain,Muscular Fitness,,,,
4050,Male,38,1.82,83,25.06,Overweight,Weight Loss,Cardio Fitness,,,,
4054,Female,38,1.82,83,25.06,Overweight,Weight Loss,Cardio Fitness,,,,
4058,Male,38,1.82,100,30.19,Obuse,Weight Loss,Cardio Fitness,,,,
4062,Female,38,1.82,100,30.19,Obuse,Weight Loss,Cardio Fitness,,,,
4066,Male,39,1.83,49,14.63,Underweight,Weight Gain,Muscular Fitness,,,,
4070,Female,39,1.83,49,14.63,Underweight,Weight Gain,Muscular Fitness,,,,
4074,Male,39,1.83,68,20.31,Normal,Weight Gain,Muscular Fitness,,,,
4078,Female,39,1.83,68,20.31,Normal,Weight Gain,Muscular Fitness,,,,
4082,Male,39,1.83,87,25.98,Overweight,Weight Loss,Cardio Fitness,,,,
4086,Female,39,1.83,87,25.98,Overweight,Weight Loss,Cardio Fitness,,,,
4090,Male,39,1.83,103,30.76,Obuse,Weight Loss,Cardio Fitness,,,,
4094,Female,39,1.83,103,30.76,Obuse,Weight Loss,Cardio Fitness,,,,
4098,Male,40,1.84,46.5,13.73,Underweight,Weight Gain,Muscular Fitness,,,,
4102,Female,40,1.84,46.5,13.73,Underweight,Weight Gain,Muscular Fitness,,,,
4106,Male,40,1.84,66.5,19.64,Normal,Weight Gain,Muscular Fitness,,,,
4110,Female,40,1.84,66.5,19.64,Normal,Weight Gain,Muscular Fitness,,,,
4114,Male,40,1.84,86,25.4,Overweight,Weight Loss,Cardio Fitness,,,,
4118,Female,40,1.84,86,25.4,Overweight,Weight Loss,Cardio Fitness,,,,
4122,Male,40,1.84,106,31.31,Obuse,Weight Loss,Cardio Fitness,,,,
4126,Female,40,1.84,106,31.31,Obuse,Weight Loss,Cardio Fitness,,,,
4130,Male,41,1.85,45.5,13.29,Underweight,Weight Gain,Muscular Fitness,,,,
4134,Female,41,1.85,45.5,13.29,Underweight,Weight Gain,Muscular Fitness,,,,
4138,Male,41,1.85,63.5,18.55,Normal,Weight Gain,Muscular Fitness,,,,
4142,Female,41,1.85,63.5,18.55,Normal,Weight Gain,Muscular Fitness,,,,
4146,Male,41,1.85,87,25.42,Overweight,Weight Loss,Cardio Fitness,,,,
4150,Female,41,1.85,87,25.42,Overweight,Weight Loss,Cardio Fitness,,,,
4154,Male,41,1.85,107,31.26,Obuse,Weight Loss,Cardio Fitness,,,,
4158,Female,41,1.85,107,31.26,Obuse,Weight Loss,Cardio Fitness,,,,
4162,Male,42,1.86,46,13.3,Underweight,Weight Gain,Muscular Fitness,,,,
4166,Female,42,1.86,46,13.3,Underweight,Weight Gain,Muscular Fitness,,,,
4170,Male,42,1.86,65,18.79,Normal,Weight Gain,Muscular Fitness,,,,
4174,Female,42,1.86,65,18.79,Normal,Weight Gain,Muscular Fitness,,,,
4178,Male,42,1.86,89,25.73,Overweight,Weight Loss,Cardio Fitness,,,,
4182,Female,42,1.86,89,25.73,Overweight,Weight Loss,Cardio Fitness,,,,
4186,Male,42,1.86,120,34.69,Obuse,Weight Loss,Cardio Fitness,,,,
4190,Female,42,1.86,120,34.69,Obuse,Weight Loss,Cardio Fitness,,,,
4194,Male,43,1.82,40,12.08,Underweight,Weight Gain,Muscular Fitness,,,,
4198,Female,43,1.82,40,12.08,Underweight,Weight Gain,Muscular Fitness,,,,
4202,Male,43,1.82,64,19.32,Normal,Weight Gain,Muscular Fitness,,,,
4206,Female,43,1.82,64,19.32,Normal,Weight Gain,Muscular Fitness,,,,
4210,Male,43,1.82,87,26.26,Overweight,Weight Loss,Cardio Fitness,,,,
4214,Female,43,1.82,87,26.26,Overweight,Weight Loss,Cardio Fitness,,,,
4218,Male,43,1.82,108,32.6,Obuse,Weight Loss,Cardio Fitness,,,,
4222,Female,43,1.82,108,32.6,Obuse,Weight Loss,Cardio Fitness,,,,
4234,Male,44,1.68,57,20.2,Normal,Weight Gain,Muscular Fitness,,,,
4238,Female,44,1.68,57,20.2,Normal,Weight Gain,Muscular Fitness,,,,
4242,Male,44,1.68,82,29.05,Overweight,Weight Loss,Cardio Fitness,,,,
4246,Female,44,1.68,82,29.05,Overweight,Weight Loss,Cardio Fitness,,,,
4250,Male,44,1.68,100,35.43,Obuse,Weight Loss,Cardio Fitness,,,,
4254,Female,44,1.68,100,35.43,Obuse,Weight Loss,Cardio Fitness,,,,
4258,Male,45,1.65,44.5,16.35,Underweight,Weight Gain,Muscular Fitness,,,,
4262,Female,45,1.65,44.5,16.35,Underweight,Weight Gain,Muscular Fitness,,,,
4266,Male,45,1.65,54.5,20.02,Normal,Weight Gain,Muscular Fitness,,,,
4270,Female,45,1.65,54.5,20.02,Normal,Weight Gain,Muscular Fitness,,,,
4274,Male,45,1.65,70,25.71,Overweight,Weight Loss,Cardio Fitness,,,,
4278,Female,45,1.65,70,25.71,Overweight,Weight Loss,Cardio Fitness,,,,
4282,Male,45,1.65,99,36.36,Obuse,Weight Loss,Cardio Fitness,,,,
4286,Female,45,1.65,99,36.36,Obuse,Weight Loss,Cardio Fitness,,,,
4290,Male,46,1.66,46,16.69,Underweight,Weight Gain,Muscular Fitness,,,,
4294,Female,46,1.66,46,16.69,Underweight,Weight Gain,Muscular Fitness,,,,
4298,Male,46,1.66,57,20.69,Normal,Weight Gain,Muscular Fitness,,,,
4302,Female,46,1.66,57,20.69,Normal,Weight Gain,Muscular Fitness,,,,
4306,Male,46,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
4310,Female,46,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
4314,Male,46,1.66,92,33.39,Obuse,Weight Loss,Cardio Fitness,,,,
4318,Female,46,1.66,92,33.39,Obuse,Weight Loss,Cardio Fitness,,,,
4322,Male,47,1.68,48,17.01,Underweight,Weight Gain,Muscular Fitness,,,,
4326,Female,47,1.68,48,17.01,Underweight,Weight Gain,Muscular Fitness,,,,
4330,Male,47,1.68,58,20.55,Normal,Weight Gain,Muscular Fitness,,,,
4334,Female,47,1.68,58,20.55,Normal,Weight Gain,Muscular Fitness,,,,
4346,Male,47,1.68,93.5,33.13,Obuse,Weight Loss,Cardio Fitness,,,,
4350,Female,47,1.68,93.5,33.13,Obuse,Weight Loss,Cardio Fitness,,,,
4354,Male,48,1.68,49.5,17.54,Underweight,Weight Gain,Muscular Fitness,,,,
4358,Female,48,1.68,49.5,17.54,Underweight,Weight Gain,Muscular Fitness,,,,
4362,Male,48,1.68,58.5,20.73,Normal,Weight Gain,Muscular Fitness,,,,
4366,Female,48,1.68,58.5,20.73,Normal,Weight Gain,Muscular Fitness,,,,
4370,Male,48,1.68,73.5,26.04,Overweight,Weight Loss,Cardio Fitness,,,,
4374,Female,48,1.68,73.5,26.04,Overweight,Weight Loss,Cardio Fitness,,,,
4378,Male,48,1.68,88.5,31.36,Obuse,Weight Loss,Cardio Fitness,,,,
4382,Female,48,1.68,88.5,31.36,Obuse,Weight Loss,Cardio Fitness,,,,
4386,Male,49,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
4390,Female,49,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
4394,Male,49,1.68,63,22.32,Normal,Weight Gain,Muscular Fitness,,,,
4398,Female,49,1.68,63,22.32,Normal,Weight Gain,Muscular Fitness,,,,
4402,Male,49,1.68,78,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
4406,Female,49,1.68,78,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
4410,Male,49,1.68,89,31.53,Obuse,Weight Loss,Cardio Fitness,,,,
4414,Female,49,1.68,89,31.53,Obuse,Weight Loss,Cardio Fitness,,,,
4418,Male,50,1.7,50,17.3,Underweight,Weight Gain,Muscular Fitness,,,,
4422,Female,50,1.7,50,17.3,Underweight,Weight Gain,Muscular Fitness,,,,
4426,Male,50,1.7,60,20.76,Normal,Weight Gain,Muscular Fitness,,,,
4430,Female,50,1.7,60,20.76,Normal,Weight Gain,Muscular Fitness,,,,
4434,Male,50,1.7,74,25.61,Overweight,Weight Loss,Cardio Fitness,,,,
4438,Female,50,1.7,74,25.61,Overweight,Weight Loss,Cardio Fitness,,,,
4442,Male,50,1.7,105,36.33,Obuse,Weight Loss,Cardio Fitness,,,,
4446,Female,50,1.7,105,36.33,Obuse,Weight Loss,Cardio Fitness,,,,
4450,Male,51,1.61,40,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
4454,Female,51,1.61,40,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
4458,Male,51,1.61,59,22.76,Normal,Weight Gain,Muscular Fitness,,,,
4462,Female,51,1.61,59,22.76,Normal,Weight Gain,Muscular Fitness,,,,
4466,Male,51,1.61,71,27.39,Overweight,Weight Loss,Cardio Fitness,,,,
4470,Female,51,1.61,71,27.39,Overweight,Weight Loss,Cardio Fitness,,,,
4474,Male,51,1.61,88,33.95,Obuse,Weight Loss,Cardio Fitness,,,,
4478,Female,51,1.61,88,33.95,Obuse,Weight Loss,Cardio Fitness,,,,
4482,Male,52,1.66,49,17.78,Underweight,Weight Gain,Muscular Fitness,,,,
4486,Female,52,1.66,49,17.78,Underweight,Weight Gain,Muscular Fitness,,,,
4490,Male,52,1.66,57.5,20.87,Normal,Weight Gain,Muscular Fitness,,,,
4494,Female,52,1.66,57.5,20.87,Normal,Weight Gain,Muscular Fitness,,,,
4498,Male,52,1.66,74.5,27.04,Overweight,Weight Loss,Cardio Fitness,,,,
4502,Female,52,1.66,74.5,27.04,Overweight,Weight Loss,Cardio Fitness,,,,
4506,Male,52,1.66,88.5,32.12,Obuse,Weight Loss,Cardio Fitness,,,,
4510,Female,52,1.66,88.5,32.12,Obuse,Weight Loss,Cardio Fitness,,,,
4514,Male,53,1.69,49,17.16,Underweight,Weight Gain,Muscular Fitness,,,,
4518,Female,53,1.69,49,17.16,Underweight,Weight Gain,Muscular Fitness,,,,
4522,Male,53,1.69,62,21.71,Normal,Weight Gain,Muscular Fitness,,,,
4526,Female,53,1.69,62,21.71,Normal,Weight Gain,Muscular Fitness,,,,
4530,Male,53,1.69,82,28.71,Overweight,Weight Loss,Cardio Fitness,,,,
4534,Female,53,1.69,82,28.71,Overweight,Weight Loss,Cardio Fitness,,,,
4538,Male,53,1.69,94,32.91,Obuse,Weight Loss,Cardio Fitness,,,,
4542,Female,53,1.69,94,32.91,Obuse,Weight Loss,Cardio Fitness,,,,
4546,Male,54,1.63,46.5,17.5,Underweight,Weight Gain,Muscular Fitness,,,,
4550,Female,54,1.63,46.5,17.5,Underweight,Weight Gain,Muscular Fitness,,,,
4554,Male,54,1.63,56.5,21.27,Normal,Weight Gain,Muscular Fitness,,,,
4558,Female,54,1.63,56.5,21.27,Normal,Weight Gain,Muscular Fitness,,,,
4562,Male,54,1.63,67.5,25.41,Overweight,Weight Loss,Cardio Fitness,,,,
4566,Female,54,1.63,67.5,25.41,Overweight,Weight Loss,Cardio Fitness,,,,
4570,Male,54,1.63,83.5,31.43,Obuse,Weight Loss,Cardio Fitness,,,,
4574,Female,54,1.63,83.5,31.43,Obuse,Weight Loss,Cardio Fitness,,,,
4578,Male,55,1.66,47,17.06,Underweight,Weight Gain,Muscular Fitness,,,,
4582,Female,55,1.66,47,17.06,Underweight,Weight Gain,Muscular Fitness,,,,
4586,Male,55,1.66,58.5,21.23,Normal,Weight Gain,Muscular Fitness,,,,
4590,Female,55,1.66,58.5,21.23,Normal,Weight Gain,Muscular Fitness,,,,
4594,Male,55,1.66,79.5,28.85,Overweight,Weight Loss,Cardio Fitness,,,,
